TSExamples
date time TS1 TS2
2012-12-15 06:00:00  -5.1393  4.8635
2012-12-15 08:00:00  -4.1666  2.9735
2012-12-15 10:00:00  -4.0713  0.5557
2012-12-15 12:00:00  -4.3526  1.8229
2012-12-15 14:00:00  -3.7872  1.8507
2012-12-15 16:00:00  -5.2906  0.0716
2012-12-15 18:00:00  -5.3597 -1.5862
2012-12-15 20:00:00  -4.9471 -0.9357
2012-12-15 22:00:00  -4.1833  1.3102
2012-12-16 00:00:00  -6.4450  0.9851
2012-12-16 02:00:00  -6.7339 -0.7668
2012-12-16 04:00:00  -6.8634 -1.4711
2012-12-16 06:00:00  -6.4380 -2.8085
2012-12-16 08:00:00  -4.8339 -2.9368
2012-12-16 10:00:00  -6.1379 -3.9812
2012-12-16 12:00:00  -4.9713 -1.6665
2012-12-16 14:00:00  -4.8048  0.6197
2012-12-16 16:00:00  -4.6324  3.2246
2012-12-16 18:00:00  -4.7617  3.1691
2012-12-16 20:00:00  -6.8188  2.8756
2012-12-16 22:00:00  -5.1691  2.4726
2012-12-17 00:00:00  -8.2369 -0.1694
2012-12-17 02:00:00  -8.4358  0.5340
2012-12-17 04:00:00  -7.0050 -1.6133
2012-12-17 06:00:00  -6.5375 -1.3024
2012-12-17 08:00:00  -9.0578 -2.2472
2012-12-17 10:00:00  -8.2297  0.8774
2012-12-17 12:00:00  -7.0763  2.4790
2012-12-17 14:00:00  -6.0551  3.8515
2012-12-17 16:00:00  -6.4734  2.0449
2012-12-17 18:00:00  -7.3663  1.5637
2012-12-17 20:00:00  -7.5211 -1.3542
2012-12-17 22:00:00  -8.3542 -1.1241
2012-12-18 00:00:00 -10.5029  0.6254
2012-12-18 02:00:00  -9.9695  2.3527
2012-12-18 04:00:00 -10.1806  1.9172
2012-12-18 06:00:00  -7.4422 -1.1525
2012-12-18 08:00:00  -8.0617 -2.8091
2012-12-18 10:00:00  -8.8512 -3.0428
2012-12-18 12:00:00  -9.3649 -1.7078
2012-12-18 14:00:00  -9.3200 -1.2637
2012-12-18 16:00:00  -9.8309  0.1460
2012-12-18 18:00:00  -9.7551 -1.9891
2012-12-18 20:00:00  -8.7140 -2.1030
2012-12-18 22:00:00  -7.7697 -3.9089
2012-12-19 00:00:00  -6.8098 -2.3297
2012-12-19 02:00:00  -6.4903 -1.6188
2012-12-19 04:00:00  -5.0901 -1.0559
2012-12-19 06:00:00  -5.8459 -0.5727
2012-12-19 08:00:00  -5.5453 -1.5920
2012-12-19 10:00:00  -5.5066 -0.3965
2012-12-19 12:00:00  -6.6763  0.9965
2012-12-19 14:00:00  -5.9596  0.8753
2012-12-19 16:00:00  -5.2446 -0.2210
2012-12-19 18:00:00  -3.8140 -2.2257
2012-12-19 20:00:00  -3.2303 -1.0009
2012-12-19 22:00:00  -3.9669 -0.9136
2012-12-20 00:00:00  -4.8712  1.1045
2012-12-20 02:00:00  -5.6337  2.5905
2012-12-20 04:00:00  -4.6053  2.9095
2012-12-20 06:00:00  -5.0816  1.6938
2012-12-20 08:00:00  -5.4450  0.7144
2012-12-20 10:00:00  -4.4125 -0.9109
2012-12-20 12:00:00  -3.0764  0.1496
2012-12-20 14:00:00  -2.9038  0.9655
2012-12-20 16:00:00  -2.0750  2.3555
2012-12-20 18:00:00  -3.7852  1.8123
2012-12-20 20:00:00  -3.0052 -0.2416
2012-12-20 22:00:00  -2.7638  0.4715
2012-12-21 00:00:00  -2.2578 -1.0710
2012-12-21 02:00:00  -3.8381  0.5771
2012-12-21 04:00:00  -4.5929  1.3038
2012-12-21 06:00:00  -5.9156  3.7478
2012-12-21 08:00:00  -6.3347  3.9841
2012-12-21 10:00:00  -5.1495  2.0317
2012-12-21 12:00:00  -6.4432  1.3482
2012-12-21 14:00:00  -8.3330 -0.0570
2012-12-21 16:00:00  -7.8662  0.7805
2012-12-21 18:00:00  -8.1709 -0.6322
2012-12-21 20:00:00  -9.5260  0.0683
2012-12-21 22:00:00 -10.2568 -0.0409
2012-12-22 00:00:00  -9.7685  1.2996
2012-12-22 02:00:00 -10.0924  1.5269
2012-12-22 04:00:00 -12.0070  2.6898
2012-12-22 06:00:00 -11.2886  2.0375
2012-12-22 08:00:00 -10.9822  1.9436
2012-12-22 10:00:00 -10.9574  0.9141
2012-12-22 12:00:00 -10.9045 -1.1278
2012-12-22 14:00:00 -10.1192 -1.5385
2012-12-22 16:00:00 -10.5287 -0.8477
2012-12-22 18:00:00 -11.1009  2.7441
2012-12-22 20:00:00 -10.0098  2.2128
2012-12-22 22:00:00 -11.0307  2.7750
2012-12-23 00:00:00 -12.7422  0.9890
2012-12-23 02:00:00 -13.8423 -0.2024
2012-12-23 04:00:00 -16.3168 -2.9055
2012-12-23 06:00:00 -15.8085 -1.5109
2012-12-23 08:00:00 -16.5027  1.2972
2012-12-23 10:00:00 -16.5391  3.0448
2012-12-23 12:00:00 -14.9295  1.7342
2012-12-23 14:00:00 -17.3663 -1.5866
2012-12-23 16:00:00 -16.8358 -0.4438
2012-12-23 18:00:00 -17.5923 -0.0543
2012-12-23 20:00:00 -18.0294  3.1384
2012-12-23 22:00:00 -18.1697  0.9368
2012-12-24 00:00:00 -17.5799  0.8469
2012-12-24 02:00:00 -15.7799 -0.9904
